timestamp,scan_type,market_a,market_b,price_a,price_b,combined,profit_pct,liquidity,action,notes
2026-03-29T06:04:17Z,correlation,BTC_price_2026,6_thresholds,monotonic,correct,n/a,0%,high,SKIP,00k 5% < 80k 7.5% < ... < 00k 34.5%
2026-03-29T06:04:17Z,dispute,None_found,search,-,-,-,0%,none,SKIP,No disputed markets with trading opportunity
2026-03-29T06:04:17Z,scan_summary,top_50_by_volume,3_scan_types,YES+NO,1.001-1.002,n/a,0%,mixed,COMPLETE,All markets efficient - MMs maintaining tight spreads
2026-03-29T12:00:00Z,intra_market,JD_Vance_GOP_2028,YES+NO,0.366,0.636,1.002,0%,high,SKIP,Efficient - top GOP candidate
2026-03-29T12:00:00Z,intra_market,Newsom_DEM_2028,YES+NO,0.244,0.757,1.001,0%,high,SKIP,Efficient - top DEM candidate
2026-03-29T12:00:00Z,intra_market,OKC_Thunder_NBA,YES+NO,0.38,0.63,1.01,0%,high,SKIP,1% spread - normal
2026-03-29T12:00:00Z,intra_market,BTC_65k_March_dip,YES+NO,0.46,0.554,1.014,0%,high,SKIP,1.4% spread - normal
2026-03-29T12:00:00Z,intra_market,Caesars_acquisition,YES+NO,0.72,0.34,1.06,0%,low,SKIP,6% spread but still no arb
2026-03-29T12:00:00Z,correlation,CL_oil_thresholds,$100/$105/$110,82.7%/54.8%/30.5%,correct,n/a,0%,high,SKIP,Monotonic - higher thresholds lower prob
2026-03-29T12:00:00Z,correlation,BTC_dip_thresholds,$65k/$60k/$55k,46.9%/5.3%/0.8%,correct,n/a,0%,high,SKIP,Monotonic - lower dips less likely
2026-03-29T12:00:00Z,correlation,Champions_League,top_6_teams,27%+23%+17%+13%+11%+8%,99%,n/a,0%,high,SKIP,Sum near 100% - consistent
2026-03-29T12:00:00Z,dispute,search_result,none_with_liquidity,-,-,n/a,0%,none,SKIP,Closed markets in dispute have no orderbook
2026-03-29T12:00:00Z,scan_summary,top_50_markets,all_3_types,10_intra+5_corr+dispute,>1.00,n/a,0%,all,COMPLETE,Markets efficient - MMs active
2026-03-29T18:00:00Z,intra_market,Netanyahu_Mar31,YES+NO,0.005,0.996,1.001,0%,high,SKIP,Efficient - 2 days to resolution
2026-03-29T18:00:00Z,intra_market,Iran_Regime_Mar31,YES+NO,0.006,0.995,1.001,0%,high,SKIP,Efficient - 2 days to resolution
2026-03-29T18:00:00Z,intra_market,Claude5_Mar31,YES+NO,0.011,0.991,1.002,0%,medium,SKIP,Efficient - 2 days to resolution
2026-03-29T18:00:00Z,intra_market,Chelsea_Clinton_2028,YES+NO,0.009,0.992,1.001,0%,high,SKIP,Efficient
2026-03-29T18:00:00Z,intra_market,Oprah_2028,YES+NO,0.013,0.989,1.002,0%,high,SKIP,Efficient
2026-03-29T18:00:00Z,intra_market,LeBron_Pres_2028,YES+NO,0.005,0.996,1.001,0%,high,SKIP,Efficient
2026-03-29T18:00:00Z,correlation,Oil_March_thresholds,$120/$110/$100,10.25%/27.7%/82.9%,monotonic,0%,high,SKIP,Consistent - higher thresholds lower prob
2026-03-29T18:00:00Z,correlation,BTC_2026_thresholds,$200k/$180k/$160k,4.75%/7%/8.5%,monotonic,0%,high,SKIP,Consistent hierarchy
2026-03-29T18:00:00Z,multi_outcome,Premier_League_Winner,sum,n/a,n/a,100.25%,0%,high,SKIP,Sum slightly over 100%
2026-03-29T18:00:00Z,multi_outcome,Champions_League,sum,n/a,n/a,100.85%,0%,high,SKIP,Sum slightly over 100%
2026-03-29T18:00:00Z,multi_outcome,NBA_2026_Champion,sum,n/a,n/a,102.05%,0%,high,SKIP,Sum 2% over - no field arb
2026-03-29T18:00:00Z,multi_outcome,Dem_2028_Nominee_128mkts,sum,n/a,n/a,91.85%,-8.15%,high,MONITOR,Sum 8% under 100% but negRisk managed
2026-03-29T18:00:00Z,dispute,search_result,none_with_liquidity,n/a,n/a,n/a,0%,none,SKIP,No disputed markets found
2026-03-29T18:00:00Z,scan_summary,top_50_by_volume,all_3_types,8_intra+4_corr+4_multi+dispute,>1.00,n/a,0%,all,COMPLETE,Markets remain efficient - tight MM spreads
2026-03-29T12:00:00Z,intra-market,Top 20 high-volume markets,n/a,various,various,~1.001,0,high,SKIP,No arb - all efficiently priced at YES+NO=1.001
2026-03-29T12:00:00Z,intra-market,High-liquidity markets (FIFA/2028),n/a,various,various,~1.001,0,high,SKIP,No arb - all efficiently priced
2026-03-29T12:00:00Z,cross-market,MegaETH >$1.5B vs >$2B,same_event,bid=0.07/ask=0.11,bid=0.10/ask=0.11,n/a,potential,medium,REVIEW,MISPRICING: >$1.5B (lower threshold) priced LOWER than >$2B - illogical
2026-03-29T12:00:00Z,dispute,MicroStrategy BTC 2025,n/a,0,n/a,n/a,0,none,SKIP,Status: disputed multiple times - empty orderbook
2026-03-29T12:00:00Z,cross-market,BTC $150k timeline,n/a,Mar/Jun/Dec dates,n/a,n/a,0,medium,SKIP,Consistent pricing (later dates higher prob)
2026-03-30T10:00:00Z,intra-market,Iran_ceasefire_Apr30,YES+NO,0.32,0.69,1.01,0,high,SKIP,No arb - 1% MM spread
2026-03-30T10:00:00Z,intra-market,CrudeOil_$100_Mar,YES+NO,0.699,0.306,1.005,0,high,SKIP,No arb - efficient
2026-03-30T10:00:00Z,intra-market,Netanyahu_Jun30,YES+NO,0.14,0.87,1.01,0,high,SKIP,No arb - 1% MM spread
2026-03-30T10:00:00Z,intra-market,BTC_$120k_2026,YES+NO,0.19,0.83,1.02,0,medium,SKIP,No arb - 2% spread
2026-03-30T10:00:00Z,intra-market,Netanyahu_2026,YES+NO,0.47,0.55,1.02,0,medium,SKIP,No arb - 2% spread
2026-03-30T10:00:00Z,intra-market,US_forces_Iran_Apr30,YES+NO,0.68,0.33,1.01,0,high,SKIP,No arb - 1% spread
2026-03-30T10:00:00Z,correlation,Iran_ceasefire_timeline,7_dates,1.45%->73.5%,monotonic,n/a,0,high,SKIP,Correctly ordered Mar<Apr7<Apr15<Apr30<May<Jun<Dec
2026-03-30T10:00:00Z,correlation,Netanyahu_timeline,4_dates,0.25%->45.5%,monotonic,n/a,0,high,SKIP,Correctly ordered Mar<Apr<Jun<Dec2026
2026-03-30T10:00:00Z,correlation,Starmer_timeline,5_dates,0%->64.5%,monotonic,n/a,0,medium,SKIP,Correctly ordered Feb<Mar<Apr<Jun<Dec
2026-03-30T10:00:00Z,correlation,BTC_2026_price_levels,34_thresholds,all,monotonic,n/a,0,high,SKIP,All consistent - higher reach thresholds lower prob
2026-03-30T10:00:00Z,dispute,search_result,none_found,n/a,n/a,n/a,0,none,SKIP,No disputed markets currently active
2026-03-30T10:00:00Z,scan_summary,top_50_markets,3_scan_types,6_intra+4_corr+dispute,>=1.01,n/a,0%,all,COMPLETE,All markets efficient - MMs maintaining 1-2% spreads. No arb.
2026-03-30T12:00:00Z,intra-market,Netanyahu_Mar31,YES+NO,0.003,0.998,1.001,0,high,SKIP,No arb - 0.1% spread efficient pricing
2026-03-30T12:00:00Z,intra-market,Iran_Regime_Mar31,YES+NO,0.003,0.998,1.001,0,high,SKIP,No arb - 0.1% spread efficient pricing
2026-03-30T12:00:00Z,intra-market,US_Iran_Ceasefire_Mar31,YES+NO,0.013,0.988,1.001,0,high,SKIP,No arb - 0.1% spread efficient pricing
2026-03-30T12:00:00Z,intra-market,US_Forces_Iran_Mar31,YES+NO,0.064,0.938,1.002,0,high,SKIP,No arb - 0.2% spread
2026-03-30T12:00:00Z,intra-market,Trump_Greenland_2027,YES+NO,0.094,0.908,1.002,0,high,SKIP,No arb - 0.2% spread
2026-03-30T12:00:00Z,intra-market,Jesus_Christ_2027,YES+NO,0.039,0.962,1.001,0,high,SKIP,No arb - efficient pricing
2026-03-30T12:00:00Z,intra-market,Stephen_A_Smith_2028,YES+NO,0.011,0.99,1.001,0,high,SKIP,No arb - efficient pricing
2026-03-30T12:00:00Z,intra-market,Whitmer_2028,YES+NO,0.015,0.987,1.002,0,high,SKIP,No arb - efficient pricing
2026-03-30T12:00:00Z,intra-market,Oprah_2028,YES+NO,0.012,0.99,1.002,0,high,SKIP,No arb - efficient pricing
2026-03-30T12:00:00Z,correlation,MicroStrategy_BTC_timeline,4_dates,0%->13.5%,monotonic,n/a,0,high,SKIP,Consistent - Mar 0.25% < Jun 3.1% < Dec 13.5%
2026-03-30T12:00:00Z,correlation,Starmer_out_timeline,6_dates,0%->61%,monotonic,n/a,0,high,SKIP,Consistent - Mar 0.35% < Apr 4.5% < Jun 37.5% < Dec 61%
2026-03-30T12:00:00Z,correlation,Kostyantynivka_timeline,7_dates,1.85%->88%,monotonic,n/a,0,high,SKIP,Consistent - Mar 1.85% < Apr 22.5% < Jun 63% < Dec 88%
2026-03-30T12:00:00Z,correlation,BTC_reach_2026,$70k-$1M,100%->1.65%,monotonic,n/a,0,high,SKIP,Consistent - lower thresholds higher probability
2026-03-30T12:00:00Z,multi-outcome,Augusta_National_102mkts,YES_sum,n/a,103.9%,103.9%,-3.9%,high,SKIP,MM edge 3.9% - no YES basket arb
2026-03-30T12:00:00Z,multi-outcome,NHL_Stanley_Cup_32mkts,YES_sum,n/a,102.85%,102.85%,-2.85%,high,SKIP,MM edge 2.85% - no YES basket arb
2026-03-30T12:00:00Z,multi-outcome,Eurovision_50mkts,YES_sum,n/a,102.4%,102.4%,-2.4%,high,SKIP,MM edge 2.4% - no YES basket arb
2026-03-30T12:00:00Z,dispute,search_result,none_active,n/a,n/a,n/a,0,none,SKIP,No active disputed markets with orderbook liquidity
2026-03-30T12:00:00Z,scan_summary,top_50_markets,3_scan_types,9_intra+4_corr+3_multi+dispute,>=1.001,n/a,0%,all,COMPLETE,Markets efficient. MMs tight. Multi-outcome sum 102-104% = normal MM edge.
2026-03-30T18:05:22Z,intra-market,top_50_by_volume,50_markets,YES+NO,all>=1.00,~1.001,0%,high,SKIP,All 50 markets efficient - no YES+NO < 0.98 found
2026-03-30T18:05:22Z,correlation,BTC_March30_thresholds,0k-8k,99%->0%,monotonic,n/a,0%,high,SKIP,BTC at 6.7k - market expects 6-68k range. Consistent hierarchy.
2026-03-30T18:05:22Z,correlation,Crude_Oil_March31,0-20,100%->1%,monotonic,n/a,0%,high,SKIP,Consistent - higher thresholds lower probability
2026-03-30T18:05:22Z,correlation,MegaETH_FDV_launch,00M-B,43%->3%,monotonic,n/a,0%,high,SKIP,Consistent - higher FDV targets lower probability
2026-03-30T18:05:22Z,correlation,BTC_2026_annual,0k-00k,100%->4%,monotonic,n/a,0%,high,SKIP,Consistent - 70k/180k both at 7% but within margin
2026-03-30T18:05:22Z,delta-neutral,BTC_Mar30_range,6k-8k,99%/0%,boundary,1.99,0.5%,high,SKIP,Range already priced in - no spread opportunity
2026-03-30T18:05:22Z,dispute,search_result,none_found,n/a,n/a,n/a,0%,none,SKIP,No disputed markets with trading opportunity
2026-03-30T18:05:22Z,near-term,resolution<7d,15_events,BTC/Oil/Iran/Ukraine,n/a,n/a,n/a,high,MONITOR,High-volume events resolving Mar30-Apr3 - monitor for last-minute moves
2026-03-30T18:05:22Z,scan_summary,top_50_markets,3_scan_types,intra+corr+dispute,>=1.00,n/a,0%,all,COMPLETE,Markets efficient. MMs maintaining tight spreads. No structural arb available.
2026-03-30T23:59:00Z,intra-market,Netanyahu_Mar31,YES+NO,0.002,0.999,1.001,0%,high,SKIP,Efficient - expires tomorrow
2026-03-30T23:59:00Z,intra-market,Iran_Regime_Mar31,YES+NO,0.002,0.999,1.001,0%,high,SKIP,Efficient - expires tomorrow
2026-03-30T23:59:00Z,intra-market,US_Forces_Iran_Mar31,YES+NO,0.047,0.955,1.002,0%,high,SKIP,Efficient - 0.2% MM spread
2026-03-30T23:59:00Z,intra-market,Trump_Greenland_2027,YES+NO,0.094,0.907,1.001,0%,high,SKIP,Efficient pricing
2026-03-30T23:59:00Z,intra-market,US_Iran_Ceasefire_Mar31,YES+NO,0.008,0.994,1.002,0%,high,SKIP,Efficient pricing
2026-03-30T23:59:00Z,intra-market,Jesus_Christ_2027,YES+NO,0.039,0.962,1.001,0%,high,SKIP,Efficient pricing
2026-03-30T23:59:00Z,intra-market,LeBron_James_2028,YES+NO,0.005,0.996,1.001,0%,high,SKIP,Efficient pricing
2026-03-30T23:59:00Z,intra-market,Oprah_2028,YES+NO,0.011,0.990,1.001,0%,high,SKIP,Efficient pricing
2026-03-30T23:59:00Z,intra-market,BitBoy_Convicted_Mar31,YES+NO,0.197,0.862,1.059,0%,medium,SKIP,5.9% MM spread - no arb
2026-03-30T23:59:00Z,intra-market,Claude5_Mar31,YES+NO,0.009,0.998,1.007,0%,medium,SKIP,Efficient - expires tomorrow
2026-03-30T23:59:00Z,intra-market,Newsom_2028,YES+NO,0.243,0.759,1.002,0%,high,SKIP,Efficient - tight spread
2026-03-30T23:59:00Z,intra-market,Pumpfun_Airdrop_Mar31,YES+NO,0.003,0.998,1.001,0%,low,SKIP,Efficient - low liquidity
2026-03-30T23:59:00Z,multi-outcome,Dem_2028_Nominee,sum,89.45%,n/a,89.45%,-10.55%,high,MONITOR,Sum under 100% - negRisk managed
2026-03-30T23:59:00Z,multi-outcome,Rep_2028_Nominee,sum,142.2%,n/a,142.2%,+42.2%,high,SKIP,Sum over 100% - normal MM edge in multi-outcome
2026-03-30T23:59:00Z,correlation,BTC_$150k_timeline,3_dates,Mar/Jun/Dec,0.05%/2.05%/10.5%,monotonic,0%,high,SKIP,Consistent - later dates higher prob
2026-03-30T23:59:00Z,correlation,MicroStrategy_BTC,4_dates,2025/Mar/Jun/Dec26,0%/0.05%/3.1%/13%,monotonic,0%,high,SKIP,Consistent hierarchy
2026-03-30T23:59:00Z,correlation,Starmer_out,6_dates,Feb-Dec26,0%->59%,monotonic,0%,medium,SKIP,Consistent - later dates higher prob
2026-03-30T23:59:00Z,dispute,search_result,none_found,n/a,n/a,n/a,0%,none,SKIP,No disputed markets with liquidity
2026-03-30T23:59:00Z,scan_summary,top_50_markets,3_scan_types,12_intra+3_corr+2_multi+dispute,>=1.001,n/a,0%,all,COMPLETE,Markets efficient. All YES+NO >= 1.001. No structural arb available.
2026-03-31T10:00:00Z,intra-market,Netanyahu_Mar31,YES+NO,0.002,0.999,1.001,0%,high,SKIP,Efficient - expires TODAY
2026-03-31T10:00:00Z,intra-market,Iran_Regime_Mar31,YES+NO,0.002,0.999,1.001,0%,high,SKIP,Efficient - expires TODAY
2026-03-31T10:00:00Z,intra-market,US_Iran_Ceasefire_Mar31,YES+NO,0.008,0.993,1.001,0%,high,SKIP,Efficient pricing
2026-03-31T10:00:00Z,intra-market,US_Forces_Iran_Mar31,YES+NO,0.024,0.977,1.001,0%,high,SKIP,Efficient pricing
2026-03-31T10:00:00Z,intra-market,Jesus_Christ_2027,YES+NO,0.039,0.962,1.001,0%,high,SKIP,Efficient pricing
2026-03-31T10:00:00Z,intra-market,Chelsea_Clinton_2028,YES+NO,0.009,0.992,1.001,0%,high,SKIP,Efficient pricing
2026-03-31T10:00:00Z,intra-market,Oprah_2028,YES+NO,0.011,0.990,1.001,0%,high,SKIP,Efficient pricing
2026-03-31T10:00:00Z,intra-market,Andrew_Yang_2028,YES+NO,0.007,0.994,1.001,0%,high,SKIP,Efficient pricing
2026-03-31T10:00:00Z,multi-outcome,Weinstein_prison,6_outcomes,sum_ask=1.046,n/a,1.046,-4.6%,medium,SKIP,No arb - costs $1.046 to guarantee $1.00 return
2026-03-31T10:00:00Z,correlation,MicroStrategy_BTC,4_dates,Mar/Jun/Dec26,0.05%/3.1%/13%,monotonic,0%,high,SKIP,Consistent hierarchy
2026-03-31T10:00:00Z,correlation,Starmer_out,6_dates,Mar-Dec26,0.3%->58%,monotonic,0%,high,SKIP,Consistent - later dates higher prob
2026-03-31T10:00:00Z,correlation,Kostyantynivka,11_dates,Mar-Dec26,2.35%->87.5%,monotonic,0%,high,SKIP,Consistent - later dates higher prob
2026-03-31T10:00:00Z,correlation,BTC_$150k,5_dates,Sep25-Dec26,0%->10.5%,monotonic,0%,high,SKIP,Consistent - later dates higher prob
2026-03-31T10:00:00Z,correlation,MegaETH_FDV,8_thresholds,$600M-$6B,43.5%->1.7%,monotonic,0%,high,SKIP,Consistent - higher thresholds lower prob
2026-03-31T10:00:00Z,dispute,search_result,none_found,n/a,n/a,n/a,0%,none,SKIP,No disputed markets with liquidity
2026-03-31T10:00:00Z,scan_summary,top_50_markets,3_scan_types,8_intra+5_corr+1_multi+dispute,>=1.001,n/a,0%,all,COMPLETE,Markets efficient. MMs tight. Mar31 expiring markets priced at extreme NO. No arb.
2026-03-31T12:00:00Z,intra-market,Netanyahu_Mar31,YES+NO,0.002,0.999,1.001,0%,high,SKIP,Efficient - resolves today
2026-03-31T12:00:00Z,intra-market,Iran_ceasefire_Mar31,YES+NO,0.007,0.994,1.001,0%,high,SKIP,Efficient
2026-03-31T12:00:00Z,intra-market,US_forces_Iran_Mar31,YES+NO,0.028,0.974,1.002,0%,high,SKIP,Efficient
2026-03-31T12:00:00Z,intra-market,US_forces_Iran_Apr30,YES+NO,0.61,0.40,1.01,0%,high,SKIP,Efficient - 1% spread
2026-03-31T12:00:00Z,intra-market,Iran_ceasefire_Apr30,YES+NO,0.34,0.67,1.01,0%,high,SKIP,Efficient - 1% spread
2026-03-31T12:00:00Z,intra-market,Newsom_2028_nom,YES+NO,0.243,0.759,1.002,0%,high,SKIP,Very tight spread
2026-03-31T12:00:00Z,intra-market,JD_Vance_2028_nom,YES+NO,0.365,0.636,1.001,0%,high,SKIP,Efficient
2026-03-31T12:00:00Z,intra-market,OKC_Thunder_NBA,YES+NO,0.38,0.63,1.01,0%,high,SKIP,Efficient - 1% spread
2026-03-31T12:00:00Z,intra-market,Arsenal_CL,YES+NO,0.27,0.74,1.01,0%,high,SKIP,Efficient
2026-03-31T12:00:00Z,intra-market,George_Russell_F1,YES+NO,0.47,0.54,1.01,0%,medium,SKIP,Efficient - tighter than most
2026-03-31T12:00:00Z,intra-market,Spain_FIFA,YES+NO,0.16,0.843,1.003,0%,high,SKIP,Very tight
2026-03-31T12:00:00Z,intra-market,Real_Madrid_CL,YES+NO,0.11,0.90,1.01,0%,high,SKIP,Efficient
2026-03-31T12:00:00Z,correlation,Netanyahu_sequential,3_dates,Mar31/Jun30/EOY26,0.2%/8.5%/41.5%,monotonic,0%,high,SKIP,Consistent
2026-03-31T12:00:00Z,correlation,US_forces_Iran,3_dates,Mar31/Apr30/Dec31,2.5%/61.5%/73.5%,monotonic,0%,high,SKIP,Consistent
2026-03-31T12:00:00Z,correlation,Iran_ceasefire,2_dates,Mar31/Apr30,0.7%/33.5%,monotonic,0%,high,SKIP,Consistent
2026-03-31T12:00:00Z,correlation,JD_Vance_nom_vs_pres,2_markets,nom/pres,36.45%/17.65%,P(pres)<=P(nom),0%,high,SKIP,Logically consistent
